CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisits,Churn
1103,49.0,Female,Chicago,Gold,10.0,,Home Goods,2023-08-24 09:39:46.585300,Doctor,87,0
1104,,Male,Houston,Silver,157.0,9124.12,Electronics,2023-08-12 09:39:46.585300,Teacher,76,1
1105,24.0,Male,New York,Platinum,181.0,9318.02,Home Goods,2023-02-23 09:39:46.585300,Artist,58,0
1106,39.0,Female,Phoenix,,179.0,3681.31,Electronics,2023-04-25 09:39:46.585300,Teacher,84,1
1107,61.0,Female,Phoenix,Platinum,67.0,3146.85,Electronics,2023-05-06 09:39:46.585300,Manager,56,1
1108,29.0,Male,Phoenix,,30.0,821.41,,2023-02-09 09:39:46.585300,Teacher,61,0
1109,20.0,Other,Chicago,Silver,,6262.02,Electronics,2023-01-07 09:39:46.585300,Doctor,40,1
1110,40.0,Female,,Bronze,150.0,802.14,Home Goods,2023-09-25 09:39:46.585300,Artist,62,0
1111,,Female,Houston,,101.0,5660.08,Home Goods,2023-04-23 09:39:46.585300,Manager,75,1
1112,48.0,Other,Chicago,,181.0,3308.25,Clothing,2023-03-10 09:39:46.585300,Engineer,23,0
1113,60.0,Other,,Gold,31.0,655.29,Clothing,2023-06-27 09:39:46.585300,Doctor,0,1
1114,58.0,Other,Los Angeles,Bronze,22.0,9450.55,Electronics,2023-10-16 09:39:46.585300,Engineer,90,0
1115,34.0,Female,Phoenix,Bronze,,8451.12,Electronics,2023-11-22 09:39:46.585300,Manager,89,1
1116,70.0,Other,,Silver,169.0,,Electronics,2023-02-17 09:39:46.585300,Doctor,36,1
1117,57.0,Other,Chicago,Bronze,,8333.37,Clothing,2023-10-17 09:39:46.585300,Teacher,46,0
1118,61.0,Male,Phoenix,,123.0,4185.26,Electronics,2023-01-21 09:39:46.585300,Artist,57,1
1119,49.0,Other,,Silver,64.0,2473.21,Clothing,2023-04-29 09:39:46.585300,Artist,29,0
1120,47.0,Female,Philadelphia,Platinum,134.0,1789.47,Clothing,2023-09-22 09:39:46.585300,Artist,21,0
1121,51.0,Female,,Silver,181.0,7021.29,Clothing,2023-01-26 09:39:46.585300,Manager,10,1
1122,48.0,Male,Philadelphia,Bronze,177.0,7867.33,Home Goods,2023-05-27 09:39:46.585300,Teacher,80,0
1123,65.0,Female,Los Angeles,Bronze,3.0,,,2023-10-21 09:39:46.585300,Engineer,89,1
1124,55.0,Female,,,24.0,9572.61,Home Goods,2023-07-03 09:39:46.585300,Teacher,1,0
1125,44.0,Male,Phoenix,Silver,7.0,,Clothing,2023-02-14 09:39:46.585300,Teacher,51,1
1126,,Other,Chicago,,125.0,,Electronics,2023-03-02 09:39:46.585300,Engineer,42,1
1127,52.0,Other,Houston,,34.0,2116.91,Home Goods,2023-08-30 09:39:46.585300,Doctor,9,0
1128,56.0,Female,Houston,Silver,,7245.9,Clothing,2023-09-21 09:39:46.585300,Doctor,70,1
1129,46.0,Male,Philadelphia,Gold,,,Clothing,2023-05-09 09:39:46.585300,Artist,53,1
1130,17.0,Other,New York,Platinum,196.0,5995.71,Clothing,2023-10-23 09:39:46.585300,Doctor,70,1
1131,40.0,Female,,Silver,134.0,8098.61,,2023-03-11 09:39:46.585300,Teacher,11,0
1132,25.0,Other,Chicago,Gold,,589.32,Clothing,2023-12-09 09:39:46.585300,Manager,65,1
1133,18.0,Female,Phoenix,Platinum,185.0,3765.19,Clothing,2023-11-03 09:39:46.585300,Manager,71,1
1134,41.0,Other,New York,Silver,58.0,1558.42,,2023-05-01 09:39:46.585300,Engineer,84,1
1135,54.0,Other,Houston,Gold,,,Electronics,2023-01-19 09:39:46.585300,,99,0
1136,66.0,Female,Phoenix,Bronze,171.0,6799.28,Electronics,2023-06-11 09:39:46.585300,Manager,39,0
1137,46.0,Other,,Bronze,135.0,3940.29,Home Goods,2023-04-03 09:39:46.585300,Teacher,2,0
1138,43.0,Female,New York,Bronze,55.0,4002.8,Electronics,2023-04-27 09:39:46.585300,Artist,35,1
1139,45.0,Male,Houston,Silver,6.0,4376.99,Electronics,2023-09-02 09:39:46.585300,Engineer,1,1
1140,24.0,Other,Philadelphia,Platinum,156.0,9578.77,Home Goods,2023-07-30 09:39:46.585300,Teacher,11,0
1141,44.0,Male,Phoenix,Platinum,171.0,2937.12,Home Goods,2023-04-18 09:39:46.585300,Doctor,16,0
1142,34.0,Female,Phoenix,Bronze,12.0,7612.76,Home Goods,2023-05-02 09:39:46.585300,,94,1
1143,53.0,Other,New York,,99.0,8092.32,Home Goods,2023-05-28 09:39:46.585300,Doctor,47,0
1144,,Other,Philadelphia,Silver,3.0,4656.64,Home Goods,2023-05-05 09:39:46.585300,Artist,16,0
1145,36.0,,Philadelphia,Silver,44.0,6696.32,Home Goods,2023-11-30 09:39:46.585300,Teacher,82,0
1146,34.0,Male,Los Angeles,Gold,189.0,7163.22,Electronics,2023-08-31 09:39:46.585300,Artist,75,0
1147,66.0,Other,Los Angeles,Platinum,19.0,5729.28,,2023-03-09 09:39:46.585300,Engineer,59,0
1148,62.0,Other,Los Angeles,Bronze,174.0,3115.96,Clothing,2023-08-09 09:39:46.585300,Manager,89,0
1149,63.0,Female,New York,Bronze,12.0,5375.47,,2023-08-30 09:39:46.585300,Engineer,24,0
1150,23.0,Other,Los Angeles,Bronze,,1896.8,Home Goods,2023-10-22 09:39:46.585300,Manager,62,1
1151,37.0,Other,Houston,Platinum,54.0,5797.85,Clothing,2023-11-20 09:39:46.585300,Artist,25,0
1152,65.0,Male,New York,Platinum,185.0,8456.22,Electronics,2023-09-07 09:39:46.585300,Teacher,90,1
1153,40.0,Male,Philadelphia,,192.0,1528.08,,2023-07-04 09:39:46.585300,Doctor,17,0
1154,,Other,,Bronze,28.0,,Home Goods,2023-07-07 09:39:46.585300,Teacher,41,1
1155,29.0,Male,Chicago,Silver,57.0,2912.56,Clothing,2023-12-11 09:39:46.585300,Teacher,86,1
1156,28.0,Other,,Gold,137.0,2752.29,Clothing,2023-08-26 09:39:46.585300,Engineer,14,1
1157,,Other,New York,Silver,171.0,3431.91,Home Goods,2023-02-27 09:39:46.585300,Engineer,68,0
1158,24.0,Other,Phoenix,Bronze,114.0,2119.49,Electronics,2023-08-25 09:39:46.585300,Engineer,19,0
1159,44.0,Other,Phoenix,Silver,70.0,4921.09,Electronics,2023-04-09 09:39:46.585300,Engineer,75,0
1160,66.0,Other,Los Angeles,Platinum,174.0,,Electronics,2023-11-17 09:39:46.585300,Artist,95,0
1161,24.0,Male,Chicago,Bronze,32.0,8814.97,Clothing,2023-04-12 09:39:46.585300,Engineer,5,1
1162,64.0,Female,Los Angeles,Silver,148.0,6095.07,Home Goods,2023-03-08 09:39:46.585300,Artist,48,0
1163,48.0,Other,Philadelphia,Platinum,106.0,9051.92,Electronics,2023-10-18 09:39:46.585300,Artist,67,0
1164,54.0,Other,Chicago,Bronze,48.0,,Clothing,2023-03-28 09:39:46.585300,Manager,97,0
1165,36.0,Other,Chicago,Gold,5.0,7764.85,Clothing,2024-01-03 09:39:46.585300,Manager,30,1
1166,40.0,Other,Philadelphia,Platinum,1.0,8896.74,Clothing,2023-09-16 09:39:46.585300,Teacher,2,0
1167,39.0,Male,Phoenix,Gold,106.0,3272.99,Electronics,2023-04-30 09:39:46.585300,Artist,55,1
1168,21.0,Other,Phoenix,Platinum,158.0,8299.66,Clothing,2023-10-07 09:39:46.585300,Manager,54,0
1169,25.0,Female,,,,9173.34,Home Goods,2023-12-09 09:39:46.585300,Engineer,55,1
1170,29.0,,Philadelphia,Platinum,153.0,7036.97,Clothing,2023-08-13 09:39:46.585300,Engineer,24,0
1171,23.0,Other,Chicago,Silver,,,Clothing,2023-12-06 09:39:46.585300,Doctor,14,1
1172,,Other,Chicago,Platinum,65.0,5986.01,,2023-06-01 09:39:46.585300,Teacher,1,1
1173,56.0,Other,,Gold,57.0,5714.9,Clothing,2023-09-28 09:39:46.585300,Teacher,54,1
1174,55.0,Female,,Silver,68.0,5921.87,Electronics,2023-08-15 09:39:46.585300,Manager,52,0
1175,19.0,Male,Philadelphia,,131.0,5144.56,Clothing,2023-02-15 09:39:46.585300,Teacher,20,0
1176,53.0,Male,Houston,Platinum,,5252.71,Electronics,2023-10-16 09:39:46.585300,Doctor,21,1
1177,22.0,Male,,,12.0,1787.37,Electronics,2023-04-08 09:39:46.585300,Artist,71,0
1178,21.0,Female,Philadelphia,Silver,29.0,6797.49,Home Goods,2023-06-18 09:39:46.585300,Engineer,22,0
1179,54.0,Female,New York,Gold,192.0,3592.77,Clothing,2023-10-21 09:39:46.585300,Engineer,89,1
1180,53.0,Male,Houston,Platinum,47.0,6070.2,Clothing,2023-07-16 09:39:46.585300,Manager,4,0
1181,41.0,Other,,Gold,100.0,,Home Goods,2023-12-23 09:39:46.585300,,80,1
1182,67.0,Other,Phoenix,Platinum,33.0,7075.96,Home Goods,2023-08-18 09:39:46.585300,Doctor,39,1
1183,32.0,Male,Houston,Silver,123.0,6012.99,,2023-12-15 09:39:46.585300,Teacher,22,1
1184,37.0,Male,Chicago,Platinum,26.0,7273.94,Clothing,2023-07-15 09:39:46.585300,Manager,44,1
1185,68.0,Female,Chicago,Silver,30.0,7511.54,Clothing,2023-01-18 09:39:46.585300,Doctor,40,1
1186,28.0,Female,Los Angeles,Bronze,139.0,7292.83,Electronics,2023-12-29 09:39:46.585300,Doctor,65,1
1187,23.0,Female,,Platinum,11.0,8736.94,Electronics,2023-03-31 09:39:46.585300,Doctor,72,1
1188,67.0,Male,Chicago,Gold,3.0,9622.6,Clothing,2023-02-27 09:39:46.585300,Engineer,42,1
1189,41.0,Male,Philadelphia,Bronze,118.0,4734.47,Electronics,2023-10-20 09:39:46.585300,Engineer,8,0
1190,49.0,Other,Houston,Platinum,181.0,,Clothing,2023-01-30 09:39:46.585300,Teacher,55,1
1191,21.0,,Philadelphia,Silver,133.0,5072.32,Clothing,2023-05-18 09:39:46.585300,Teacher,71,0
1192,37.0,Other,Chicago,Gold,135.0,941.17,Home Goods,2023-03-07 09:39:46.585300,Artist,63,0
1193,20.0,Other,New York,Gold,95.0,3465.29,Home Goods,2023-12-12 09:39:46.585300,Manager,28,0
1194,32.0,Other,Los Angeles,Gold,85.0,3212.04,Electronics,2023-04-14 09:39:46.585300,Artist,4,0
1195,29.0,Female,New York,Gold,92.0,5979.06,Electronics,2023-11-18 09:39:46.585300,Doctor,84,0
1196,28.0,Male,New York,Bronze,158.0,3347.68,Home Goods,2023-01-12 09:39:46.585300,Engineer,99,0
1197,55.0,Female,Phoenix,Gold,70.0,6799.47,Clothing,2023-06-27 09:39:46.585300,Manager,54,1
1198,33.0,Female,Chicago,Gold,156.0,4946.47,Clothing,2023-02-02 09:39:46.585300,Doctor,71,0
1199,45.0,Female,Philadelphia,,8.0,8967.12,Electronics,2023-02-21 09:39:46.585300,,41,0
1200,24.0,Other,Chicago,,99.0,,Electronics,2023-06-05 09:39:46.585300,Teacher,77,0
1201,66.0,Other,Houston,Silver,28.0,201.53,Home Goods,2023-07-12 09:39:46.585300,Artist,61,0
1202,52.0,Other,New York,,25.0,,Clothing,2023-09-03 09:39:46.585300,Teacher,56,1
1203,38.0,Male,Los Angeles,Silver,,2685.52,Clothing,2023-03-13 09:39:46.585300,Manager,19,0
1204,38.0,Male,Chicago,Bronze,49.0,4299.79,Clothing,2023-02-19 09:39:46.585300,Engineer,32,0
1205,61.0,Male,,Gold,99.0,9836.31,Clothing,2023-11-29 09:39:46.585300,Engineer,73,1
1206,35.0,,Philadelphia,Platinum,174.0,9327.92,,2023-03-26 09:39:46.585300,Artist,94,0
1207,,Female,,Gold,47.0,3699.71,Home Goods,2023-02-20 09:39:46.585300,Engineer,37,1
1208,44.0,Other,Philadelphia,Platinum,122.0,6914.16,Clothing,2023-11-19 09:39:46.585300,Doctor,77,1
1209,39.0,Other,Philadelphia,Platinum,52.0,3407.08,,2023-02-13 09:39:46.585300,Engineer,94,1
1210,54.0,Female,Phoenix,,138.0,4175.45,Home Goods,2023-04-06 09:39:46.585300,Artist,65,0
1211,23.0,Female,,Silver,113.0,677.34,Electronics,2023-08-17 09:39:46.585300,Doctor,76,0
1212,67.0,Other,Chicago,Bronze,40.0,,Clothing,2023-08-20 09:39:46.585300,Artist,4,1
1213,53.0,Other,Philadelphia,Bronze,162.0,7693.19,,2023-11-21 09:39:46.585300,Artist,89,0
1214,29.0,Male,Chicago,Bronze,121.0,9737.83,Clothing,2023-06-02 09:39:46.585300,Engineer,27,0
1215,53.0,Male,Houston,Bronze,,7726.04,Clothing,2023-03-12 09:39:46.585300,Manager,9,1
1216,52.0,Female,Houston,Gold,27.0,9175.65,Clothing,2023-04-03 09:39:46.585300,,72,1
1217,65.0,Other,Chicago,Gold,115.0,3169.33,Electronics,2023-05-02 09:39:46.585300,Doctor,61,0
1218,36.0,Other,Houston,Gold,78.0,3804.15,Home Goods,2023-11-25 09:39:46.585300,Doctor,99,0
1219,66.0,,Houston,Bronze,38.0,668.41,Home Goods,2023-07-29 09:39:46.585300,Doctor,24,1
1220,28.0,Male,Los Angeles,Bronze,73.0,668.31,Electronics,2023-09-21 09:39:46.585300,Doctor,97,1
1221,51.0,Other,Houston,Bronze,98.0,9531.8,Electronics,2023-05-25 09:39:46.585300,Artist,9,1
1222,43.0,Female,Los Angeles,Bronze,158.0,2234.54,Home Goods,2023-12-01 09:39:46.585300,Manager,68,0
1223,51.0,,New York,Platinum,,2345.27,Home Goods,2023-07-01 09:39:46.585300,Manager,17,0
1224,49.0,Other,Houston,Silver,57.0,2758.47,Electronics,2023-02-27 09:39:46.585300,Engineer,66,1
1225,64.0,Female,Philadelphia,Silver,77.0,3170.47,Electronics,2023-10-25 09:39:46.585300,Teacher,21,0
1226,22.0,Other,Los Angeles,Gold,122.0,4987.72,Electronics,2023-12-26 09:39:46.585300,Teacher,11,1
1227,,Other,New York,Platinum,106.0,4092.88,Electronics,2023-03-19 09:39:46.585300,Doctor,98,0
1228,40.0,Other,Houston,Silver,142.0,607.13,Electronics,2023-09-06 09:39:46.585300,Teacher,28,0
1229,,Female,Houston,Gold,49.0,2986.96,Clothing,2023-02-22 09:39:46.585300,Doctor,93,1
1230,55.0,Female,Phoenix,Silver,117.0,4799.87,Electronics,2023-04-24 09:39:46.585300,,99,0
1231,70.0,Other,Chicago,Bronze,23.0,8379.72,Home Goods,2023-04-25 09:39:46.585300,Teacher,20,1
1232,34.0,,Philadelphia,Gold,103.0,9764.35,Home Goods,2023-06-15 09:39:46.585300,Artist,67,0
1233,41.0,Female,Phoenix,Silver,144.0,,Clothing,2023-05-13 09:39:46.585300,,63,0
1234,43.0,Other,,Bronze,61.0,3140.48,Clothing,2023-03-04 09:39:46.585300,Artist,30,0
1235,20.0,Other,Phoenix,Platinum,,,Clothing,2023-05-03 09:39:46.585300,Manager,28,0
1236,44.0,Female,Phoenix,Bronze,167.0,1827.37,Electronics,2023-08-19 09:39:46.585300,Teacher,90,0
1237,65.0,Male,Houston,Platinum,4.0,7221.56,Electronics,2023-01-07 09:39:46.585300,Artist,84,0
1238,50.0,Female,Philadelphia,Platinum,182.0,8237.68,Electronics,2023-05-12 09:39:46.585300,Doctor,35,1
1239,20.0,Male,Chicago,Silver,155.0,845.14,Home Goods,2023-07-19 09:39:46.585300,Teacher,50,1
1240,24.0,Male,Philadelphia,Gold,124.0,7372.73,,2023-03-14 09:39:46.585300,,46,0
1241,23.0,Female,New York,Silver,44.0,4263.62,Home Goods,2023-07-29 09:39:46.585300,Manager,83,1
1242,32.0,Male,,Platinum,14.0,4042.5,Clothing,2023-09-12 09:39:46.585300,,29,0
1243,32.0,Other,Houston,Platinum,,,Home Goods,2023-04-17 09:39:46.585300,Manager,98,1
1244,52.0,Female,Houston,Gold,187.0,3728.2,Electronics,2023-12-18 09:39:46.585300,Artist,94,1
1245,58.0,Male,Los Angeles,Gold,20.0,,Clothing,2023-01-31 09:39:46.585300,Doctor,48,0
1246,25.0,Male,New York,Bronze,7.0,1953.74,Electronics,2023-11-21 09:39:46.585300,Teacher,28,0
1247,70.0,Female,Houston,Bronze,85.0,,Clothing,2023-11-29 09:39:46.585300,Manager,79,0
1248,57.0,Female,Chicago,Gold,18.0,7370.57,Electronics,2023-08-29 09:39:46.585300,Doctor,36,0
1249,69.0,Other,New York,Gold,,6183.25,Clothing,2023-09-18 09:39:46.585300,Doctor,10,1
1250,48.0,Male,Philadelphia,Gold,,7583.58,,2023-07-05 09:39:46.585300,Artist,69,1
1251,67.0,Female,Los Angeles,Gold,112.0,5072.09,Clothing,2023-08-23 09:39:46.585300,Doctor,19,0
1252,30.0,Male,New York,Platinum,81.0,,Clothing,2023-09-12 09:39:46.585300,Teacher,2,1
1253,21.0,Male,Los Angeles,Gold,,126.69,Home Goods,2023-12-22 09:39:46.585300,Engineer,70,0
1254,31.0,Male,Houston,Silver,6.0,335.22,Clothing,2023-12-29 09:39:46.585300,Artist,64,1
1255,43.0,Female,Houston,Platinum,193.0,3412.74,Home Goods,2023-02-16 09:39:46.585300,Manager,57,0
1256,24.0,Other,,Silver,148.0,2746.35,,2023-04-08 09:39:46.585300,Doctor,30,0
1257,70.0,,Chicago,,195.0,4186.81,Clothing,2023-09-01 09:39:46.585300,Teacher,4,0
1258,40.0,,Phoenix,,177.0,5245.4,Electronics,2023-02-19 09:39:46.585300,Manager,0,0
1259,,Male,,Silver,94.0,1981.23,Electronics,2023-01-24 09:39:46.585300,Artist,86,1
1260,55.0,Other,Philadelphia,Platinum,30.0,8805.76,Clothing,2023-11-13 09:39:46.585300,Doctor,87,1
1261,28.0,Male,,Gold,115.0,4453.57,Electronics,2023-09-01 09:39:46.585300,Teacher,10,0
1262,32.0,Other,Houston,Bronze,104.0,,Electronics,2023-07-26 09:39:46.585300,Artist,6,1
1263,35.0,Female,Chicago,Gold,,,Home Goods,2023-05-30 09:39:46.585300,Engineer,62,1
1264,42.0,Female,Philadelphia,Bronze,60.0,,Home Goods,2023-12-01 09:39:46.585300,Artist,96,0
1265,63.0,Female,New York,Platinum,119.0,7954.13,Clothing,2023-03-14 09:39:46.585300,Manager,67,0
1266,23.0,,Phoenix,Bronze,180.0,4921.26,,2023-06-08 09:39:46.585300,Manager,36,0
1267,53.0,Other,Philadelphia,Platinum,160.0,2646.04,Home Goods,2023-11-01 09:39:46.585300,Doctor,97,1
1268,27.0,Male,New York,Platinum,144.0,950.99,Clothing,2023-08-01 09:39:46.585300,Doctor,96,0
1269,47.0,,New York,Platinum,180.0,8328.89,Home Goods,2023-01-18 09:39:46.585300,Manager,6,1
1270,,Female,Chicago,Bronze,71.0,8159.71,Electronics,2023-02-24 09:39:46.585300,Doctor,69,0
1271,29.0,,Phoenix,Silver,89.0,,Home Goods,2023-05-07 09:39:46.585300,Artist,63,0
1272,,Female,Houston,Platinum,179.0,1847.12,Clothing,2023-09-02 09:39:46.585300,Manager,79,0
1273,27.0,Female,Houston,Gold,115.0,4584.92,Home Goods,2023-04-10 09:39:46.585300,Engineer,99,0
1274,34.0,Other,Houston,Gold,119.0,2939.02,Home Goods,2023-04-08 09:39:46.585300,Engineer,89,1
1275,,Other,Los Angeles,Silver,7.0,5138.43,,2023-08-12 09:39:46.585300,,19,1
1276,20.0,Other,Los Angeles,Gold,137.0,4252.05,Electronics,2023-09-01 09:39:46.585300,Teacher,1,1
1277,38.0,Male,Chicago,Bronze,168.0,5548.09,Clothing,2023-01-11 09:39:46.585300,Manager,24,0
1278,46.0,Female,Phoenix,,83.0,6485.74,Clothing,2023-10-31 09:39:46.585300,Doctor,85,1
1279,18.0,Male,Phoenix,Gold,9.0,2601.11,Clothing,2023-12-09 09:39:46.585300,Teacher,98,0
1280,39.0,Other,Los Angeles,Silver,141.0,,Electronics,2023-11-07 09:39:46.585300,Engineer,14,1
1281,,Other,Los Angeles,,159.0,5460.55,Home Goods,2023-05-04 09:39:46.585300,Engineer,2,0
1282,29.0,Other,Los Angeles,Gold,45.0,1646.07,,2023-12-03 09:39:46.585300,,71,0
1283,28.0,Female,Chicago,Gold,95.0,4487.37,,2023-03-24 09:39:46.585300,Artist,23,0
1284,,Female,Philadelphia,Silver,95.0,3319.47,Electronics,2023-08-25 09:39:46.585300,Engineer,54,1
1285,29.0,Other,Philadelphia,Silver,,,Electronics,2023-09-07 09:39:46.585300,Engineer,38,1
1286,46.0,Female,,Platinum,66.0,3733.74,,2023-12-05 09:39:46.585300,Teacher,31,1
1287,,Female,New York,Platinum,169.0,2065.46,Electronics,2023-03-04 09:39:46.585300,Doctor,65,0
1288,37.0,Male,Philadelphia,Bronze,189.0,2263.44,Home Goods,2023-12-17 09:39:46.585300,Artist,59,1
1289,34.0,Male,New York,Platinum,,3983.31,Clothing,2023-04-10 09:39:46.585300,Doctor,17,0
1290,21.0,Other,Phoenix,Silver,89.0,5291.19,Home Goods,2023-04-24 09:39:46.585300,Artist,52,1
1291,58.0,,Philadelphia,Bronze,39.0,5192.65,Clothing,2023-02-20 09:39:46.585300,Artist,77,1
1292,39.0,Female,New York,Gold,,4498.85,Electronics,2023-04-19 09:39:46.585300,Doctor,30,1
1293,38.0,,Chicago,,,7074.87,Clothing,2023-03-08 09:39:46.585300,Doctor,99,1
1294,46.0,Male,Los Angeles,Gold,197.0,4161.46,Clothing,2023-07-16 09:39:46.585300,Manager,57,0
1295,,Other,Phoenix,,138.0,1395.85,Home Goods,2023-11-09 09:39:46.585300,Engineer,86,1
1296,31.0,Male,Philadelphia,Bronze,91.0,1541.74,Clothing,2023-12-15 09:39:46.585300,Teacher,83,0
1297,66.0,Female,New York,Platinum,,6774.26,Clothing,2023-12-21 09:39:46.585300,Engineer,28,0
1298,20.0,Male,Los Angeles,Gold,148.0,6414.57,Home Goods,2023-04-08 09:39:46.585300,Manager,70,1
1299,30.0,Male,Phoenix,Gold,165.0,7015.41,Clothing,2023-11-10 09:39:46.585300,Artist,65,1
1300,29.0,Other,Houston,Silver,178.0,2052.02,Home Goods,2023-03-28 09:39:46.585300,Doctor,5,1
1301,42.0,Male,Chicago,Platinum,,4317.19,Electronics,2023-09-21 09:39:46.585300,Manager,11,0
1302,56.0,Other,Chicago,Bronze,,2025.14,Clothing,2023-10-14 09:39:46.585300,,53,0
1303,29.0,,Chicago,Bronze,126.0,3154.68,Home Goods,2023-03-01 09:39:46.585300,Doctor,24,1
1304,44.0,Male,Chicago,,100.0,2398.17,Home Goods,2023-01-31 09:39:46.585300,Doctor,90,1
1305,63.0,Other,Chicago,Bronze,185.0,401.36,Home Goods,2023-03-03 09:39:46.585300,Artist,47,1
1306,52.0,Female,New York,Bronze,186.0,4871.06,Clothing,2023-12-31 09:39:46.585300,Manager,65,0
1307,20.0,,New York,Silver,145.0,4846.07,Clothing,2023-06-15 09:39:46.585300,Doctor,42,0
1308,33.0,Other,Houston,Platinum,146.0,,Clothing,2023-06-22 09:39:46.585300,Artist,63,0
1309,19.0,Male,Phoenix,Gold,25.0,1064.56,Home Goods,2023-12-11 09:39:46.585300,Teacher,32,1
1310,36.0,Male,New York,Platinum,131.0,4738.08,Electronics,2023-12-23 09:39:46.585300,Artist,11,0
1311,50.0,Other,Chicago,Silver,50.0,5773.76,Home Goods,2023-07-22 09:39:46.585300,Doctor,18,1
1312,,Other,Philadelphia,Bronze,,2877.75,Home Goods,2023-09-29 09:39:46.585300,Engineer,24,1
1313,61.0,Other,Los Angeles,Platinum,179.0,9628.48,Home Goods,2023-04-10 09:39:46.585300,Teacher,4,0
1314,56.0,Female,Los Angeles,Gold,113.0,3482.87,Electronics,2023-10-16 09:39:46.585300,Artist,7,0
1315,59.0,Male,Phoenix,Gold,141.0,1261.46,Clothing,2023-10-25 09:39:46.585300,Doctor,32,1
1316,26.0,Female,Houston,Platinum,9.0,2189.9,Clothing,2023-06-15 09:39:46.585300,Artist,15,1
1317,31.0,Male,Houston,Bronze,189.0,9094.67,Clothing,2023-07-30 09:39:46.585300,,1,1
1318,60.0,Male,New York,Silver,4.0,5142.93,Clothing,2023-10-07 09:39:46.585300,Manager,88,0
1319,38.0,Female,,Gold,69.0,9967.7,Electronics,2023-08-15 09:39:46.585300,Artist,37,0
1320,67.0,Female,Philadelphia,Platinum,44.0,9792.47,Home Goods,2023-01-22 09:39:46.585300,Teacher,81,0
1321,50.0,Male,Houston,Gold,165.0,5084.21,,2023-12-21 09:39:46.585300,Teacher,31,0
1322,39.0,Male,Chicago,Bronze,197.0,6393.83,Clothing,2023-02-16 09:39:46.585300,Manager,31,1
1323,21.0,Female,Philadelphia,Silver,48.0,3626.57,Clothing,2023-07-06 09:39:46.585300,Doctor,72,0
1324,49.0,Female,Philadelphia,Bronze,196.0,7835.47,Home Goods,2023-06-04 09:39:46.585300,,65,1
1325,41.0,Male,Los Angeles,Bronze,41.0,5086.98,Home Goods,2023-08-05 09:39:46.585300,Engineer,52,1
1326,18.0,Female,New York,Bronze,141.0,5689.12,Electronics,2023-05-15 09:39:46.585300,Doctor,0,0
1327,54.0,Other,Houston,Bronze,17.0,6611.31,Electronics,2023-04-28 09:39:46.585300,Teacher,29,0
1328,48.0,Male,Houston,Gold,181.0,5959.7,Electronics,2023-05-27 09:39:46.585300,Manager,56,1
1329,33.0,Female,Los Angeles,Bronze,27.0,3317.7,,2023-01-28 09:39:46.585300,Doctor,1,0
1330,35.0,Other,Phoenix,Bronze,,,Clothing,2023-02-26 09:39:46.585300,Manager,25,0
1331,,Male,New York,Silver,8.0,1833.68,Electronics,2023-11-17 09:39:46.585300,Artist,66,1
1332,69.0,Male,Philadelphia,Platinum,49.0,7762.83,Electronics,2023-11-30 09:39:46.585300,Artist,44,0
1333,28.0,Female,Houston,Silver,83.0,1792.96,Clothing,2023-06-06 09:39:46.585300,Engineer,18,0
1334,62.0,Other,New York,Platinum,89.0,4845.34,,2023-01-16 09:39:46.585300,Teacher,84,0
1335,27.0,Female,Philadelphia,,-1.0,3364.86,Clothing,2023-07-18 09:39:46.585300,Manager,97,0
1336,58.0,Female,Philadelphia,Gold,130.0,,,2023-08-04 09:39:46.585300,Engineer,51,1
1337,33.0,Other,Philadelphia,Platinum,67.0,2452.25,Electronics,2023-03-24 09:39:46.585300,Doctor,77,1
1338,23.0,Female,New York,Bronze,12.0,289.18,Clothing,2023-11-07 09:39:46.585300,Doctor,31,1
1339,38.0,Male,Phoenix,Platinum,187.0,,Home Goods,2023-09-21 09:39:46.585300,Engineer,4,0
1340,47.0,Other,Houston,Silver,1.0,2343.15,Electronics,2023-07-15 09:39:46.585300,Engineer,40,0
1341,22.0,,Philadelphia,Silver,198.0,7354.64,Clothing,2023-04-09 09:39:46.585300,Manager,99,1
1342,34.0,Female,New York,Silver,188.0,9972.8,Clothing,2023-11-16 09:39:46.585300,Engineer,98,0
1343,17.0,,Houston,Bronze,62.0,6312.48,Clothing,2023-12-09 09:39:46.585300,Artist,23,1
1344,19.0,Male,Philadelphia,Silver,96.0,5738.54,Home Goods,2023-06-13 09:39:46.585300,Manager,94,1
1345,67.0,Male,Philadelphia,Gold,154.0,7886.5,Clothing,2023-04-15 09:39:46.585300,Engineer,56,0
1346,,Other,Philadelphia,,185.0,657.07,,2023-07-19 09:39:46.585300,Teacher,57,1
1347,62.0,Other,Houston,,84.0,4204.31,Clothing,2023-10-26 09:39:46.585300,Doctor,61,0
1348,36.0,Male,Chicago,Gold,7.0,3724.68,Home Goods,2023-10-06 09:39:46.585300,Artist,3,0
1349,38.0,Other,Phoenix,Bronze,17.0,9971.91,Electronics,2023-08-15 09:39:46.585300,,77,1
1350,40.0,Male,New York,Bronze,180.0,7016.93,Home Goods,2023-05-15 09:39:46.585300,,46,0
1351,32.0,Male,Philadelphia,Platinum,19.0,7108.64,Electronics,2023-06-03 09:39:46.585300,Doctor,27,1
